,title_year,start_year,runtime_minutes,genres,averagerating,numvotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,Unknown,War,Western,release_date,production_budget,domestic_gross,worldwide_gross,total_gross,gross_less_budget
861,Hacksaw Ridge (2016),2016,139.0,"Biography,Drama,History",8.1,366904,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-04,40000000,67209615,168904682,236114297,196114297
371,Transformers: Dark of the Moon (2011),2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-06-29,195000000,352390543,1123790543,1476181086,1281181086
7,Tangled (2010),2010,100.0,"Adventure,Animation,Comedy",7.8,366366,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-11-24,260000000,200821936,586477240,787299176,527299176
1145,Fantastic Beasts and Where to Find Them (2016),2016,132.0,"Adventure,Family,Fantasy",7.3,365353,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-18,180000000,234037575,802402853,1036440428,856440428
757,Spotlight (2015),2015,129.0,"Crime,Drama",8.1,365110,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-11-06,20000000,45055776,92088460,137144236,117144236
1273,Baby Driver (2017),2017,113.0,"Action,Crime,Drama",7.6,363977,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,34000000,107825862,228104185,335930047,301930047
1119,The Theory of Everything (2014),2014,123.0,"Biography,Drama,Romance",7.7,361534,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014-11-07,15000000,35893537,123327692,159221229,144221229
367,It (2017),2017,135.0,"Horror,Thriller",7.4,359123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017-09-08,35000000,327481748,697457969,1024939717,989939717
128,Alice in Wonderland (2010),2010,108.0,"Adventure,Family,Fantasy",6.5,358813,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-05,200000000,334191110,1025491110,1359682220,1159682220
1178,X-Men: Apocalypse (2016),2016,144.0,"Action,Adventure,Sci-Fi",7.0,356556,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-05-27,178000000,155442489,542537546,697980035,519980035
540,Midnight in Paris (2011),2011,94.0,"Comedy,Fantasy,Romance",7.7,356500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-05-20,30000000,56816662,162502774,219319436,189319436
979,Spectre (2015),2015,148.0,"Action,Adventure,Thriller",6.8,352504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-11-06,300000000,200074175,879620923,1079695098,779695098
77,Godzilla (2014),2014,123.0,"Action,Adventure,Sci-Fi",6.4,350687,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-05-16,160000000,200676069,529076069,729752138,569752138
576,In Time (2011),2011,109.0,"Action,Crime,Drama",6.7,346077,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-10-28,35000000,37553932,165103952,202657884,167657884
659,Bohemian Rhapsody (2018),2018,134.0,"Biography,Drama,Music",8.0,345466,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-11-02,55000000,216303339,894985342,1111288681,1056288681
683,Wreck-It Ralph (2012),2012,101.0,"Adventure,Animation,Comedy",7.7,344496,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-11-02,165000000,189412677,496511521,685924198,520924198
626,Despicable Me 2 (2013),2013,98.0,"Adventure,Animation,Comedy",7.4,344230,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-03,76000000,368065385,975216835,1343282220,1267282220
1383,"Three Billboards Outside Ebbing, Missouri (2017)",2017,115.0,"Crime,Drama",8.2,344047,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-10,12000000,54513740,160191915,214705655,202705655
224,Brave (2012),2012,93.0,"Adventure,Animation,Comedy",7.1,338728,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-06-22,185000000,237282182,554606532,791888714,606888714
1085,Furious 7 (2015),2015,137.0,"Action,Crime,Thriller",7.2,335074,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-04-03,190000000,353007020,1518722794,1871729814,1681729814
282,Easy A (2010),2010,92.0,"Comedy,Drama,Romance",7.1,330125,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-09-17,8000000,58401464,76200721,134602185,126602185
523,Fast Five (2011),2011,130.0,"Action,Crime,Thriller",7.3,329892,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011-04-29,125000000,210031325,630163454,840194779,715194779
114,Justice League (2017),2017,120.0,"Action,Adventure,Fantasy",6.5,329135,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-17,300000000,229024295,655945209,884969504,584969504
1182,Sicario (2015),2015,121.0,"Action,Crime,Drama",7.6,328548,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-18,30000000,46889293,84393749,131283042,101283042
209,Moneyball (2011),2011,133.0,"Biography,Drama,Sport",7.6,326657,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011-09-23,50000000,75605492,111300835,186906327,136906327
346,Cloud Atlas (2012),2012,172.0,"Action,Drama,Mystery",7.4,326473,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012-10-26,102000000,27108272,130673154,157781426,55781426
481,127 Hours (2010),2010,94.0,"Adventure,Biography,Drama",7.6,323949,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-11-05,18000000,18335230,60217171,78552401,60552401
80,The Town (2010),2010,125.0,"Crime,Drama,Thriller",7.6,322524,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-09-17,37000000,92186262,152566881,244753143,207753143
592,Super 8 (2011),2011,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2011-06-10,50000000,127004179,257972745,384976924,334976924
936,22 Jump Street (2014),2014,112.0,"Action,Comedy,Crime",7.0,319504,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-13,50000000,191719337,331333876,523053213,473053213
570,Friends with Benefits (2011),2011,109.0,"Comedy,Romance",6.6,317338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-07-22,35000000,55802754,146595891,202398645,167398645
1141,Room (2015),2015,118.0,"Drama,Thriller",8.2,316791,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-10-16,13000000,14677674,36262783,50940457,37940457
111,The Fighter (2010),2010,116.0,"Biography,Drama,Sport",7.8,316539,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010-12-10,11000000,93617009,129262388,222879397,211879397
151,Boyhood (2014),2014,165.0,Drama,7.9,315584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-11,4000000,25379975,57273049,82653024,78653024
1044,The Fault in Our Stars (2014),2014,126.0,"Drama,Romance",7.7,315135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014-06-06,12000000,124872350,307166834,432039184,420039184
339,Passengers (2016),2016,116.0,"Drama,Romance,Sci-Fi",7.0,311083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016-12-21,110000000,100014699,302239672,402254371,292254371
382,Men in Black 3 (2012),2012,106.0,"Action,Adventure,Comedy",6.8,309879,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-05-25,215000000,179020854,654213485,833234339,618234339
526,The Big Short (2015),2015,130.0,"Biography,Comedy,Drama",7.8,309227,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-11,28000000,70259870,133162752,203422622,175422622
1410,The Shape of Water (2017),2017,123.0,"Adventure,Drama,Fantasy",7.3,308112,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-12-01,19500000,63859435,195790794,259650229,240150229
310,The Expendables (2010),2010,103.0,"Action,Adventure,Thriller",6.5,307897,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-08-13,82000000,103068524,268268174,371336698,289336698
516,Maleficent (2014),2014,97.0,"Action,Adventure,Family",7.0,305832,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-30,180000000,241407328,758536735,999944063,819944063
1456,A Quiet Place (2018),2018,90.0,"Drama,Horror,Sci-Fi",7.6,305031,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-06,17000000,188024361,334522294,522546655,505546655
449,The Lego Movie (2014),2014,100.0,"Action,Adventure,Animation",7.8,304179,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-02-07,60000000,257784718,457729388,715514106,655514106
237,Due Date (2010),2010,95.0,"Adventure,Comedy",6.5,303523,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-11-05,65000000,100539043,211739043,312278086,247278086
761,Flight (2012),2012,138.0,"Drama,Thriller",7.3,303009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-11-02,31000000,93772375,160558438,254330813,223330813
24,The Equalizer (2014),2014,132.0,"Action,Crime,Thriller",7.2,302302,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014-09-26,55000000,101530738,192903624,294434362,239434362
621,Ready Player One (2018),2018,140.0,"Action,Adventure,Sci-Fi",7.5,301660,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-03-29,150000000,137690172,579290136,716980308,566980308
302,50/50 (2011),2011,100.0,"Comedy,Drama,Romance",7.7,300475,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-09-30,8000000,35016118,41334735,76350853,68350853
1297,Captain Marvel (2019),2019,123.0,"Action,Adventure,Sci-Fi",7.0,296225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019-03-08,175000000,426525952,1123061550,1549587502,1374587502
419,Monsters University (2013),2013,104.0,"Adventure,Animation,Comedy",7.3,291887,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-21,200000000,268488329,743588329,1012076658,812076658
667,Moonrise Kingdom (2012),2012,94.0,"Adventure,Comedy,Drama",7.8,291750,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-05-25,16000000,45512466,68848446,114360912,98360912
1082,The Interview (2014),2014,112.0,Comedy,6.5,286341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-02-06,44000000,6105175,12342632,18447807,-25552193
112,Hugo (2011),2011,126.0,"Adventure,Drama,Family",7.5,284869,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-23,180000000,73864507,180047784,253912291,73912291
57,Jack Reacher (2012),2012,130.0,"Action,Crime,Thriller",7.0,284547,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-12-21,60000000,80070736,217370736,297441472,237441472
376,True Grit (2010),2010,110.0,"Adventure,Drama,Western",7.6,284034,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010-12-22,35000000,171243005,252276928,423519933,388519933
12,Real Steel (2011),2011,127.0,"Action,Drama,Family",7.1,283534,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-10-07,110000000,85463309,263880341,349343650,239343650
857,Transformers: Age of Extinction (2014),2014,165.0,"Action,Adventure,Sci-Fi",5.7,283486,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-06-27,210000000,245439076,1104039076,1349478152,1139478152
956,Fifty Shades of Grey (2015),2015,125.0,"Drama,Romance,Thriller",4.1,279126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2015-02-13,40000000,166167230,570998101,737165331,697165331
585,How to Train Your Dragon 2 (2014),2014,102.0,"Action,Adventure,Animation",7.8,278205,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-13,145000000,177002924,614586270,791589194,646589194
678,The Expendables 2 (2012),2012,103.0,"Action,Adventure,Thriller",6.6,277584,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-08-17,100000000,85028192,311979256,397007448,297007448
102,Salt (2010),2010,100.0,"Action,Mystery,Thriller",6.4,277204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-07-23,130000000,118311368,290650494,408961862,278961862
981,Coco (2017),2017,105.0,"Adventure,Animation,Comedy",8.4,277194,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-22,175000000,209726015,798008101,1007734116,832734116
271,Venom (2018),2018,112.0,"Action,Sci-Fi,Thriller",6.7,275406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2018-10-05,116000000,213511408,853628605,1067140013,951140013
1,The Secret Life of Walter Mitty (2013),2013,114.0,"Adventure,Comedy,Drama",7.3,275300,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-25,91000000,58236838,187861183,246098021,155098021
368,Taken 2 (2012),2012,92.0,"Action,Thriller",6.3,273106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-10-05,45000000,139854287,377807404,517661691,472661691
140,The Book of Eli (2010),2010,118.0,"Action,Adventure,Drama",6.9,271307,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-15,80000000,94835059,158750817,253585876,173585876
198,The Bourne Legacy (2012),2012,135.0,"Action,Adventure,Thriller",6.7,268678,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-08-10,125000000,113203870,280355920,393559790,268559790
813,Neighbors (2014),2014,97.0,Comedy,6.3,266020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-05-09,18000000,150086800,270944428,421031228,403031228
435,Aquaman (2018),2018,143.0,"Action,Adventure,Fantasy",7.1,263328,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-21,160000000,335061807,1146894640,1481956447,1321956447
895,About Time (2013),2013,123.0,"Comedy,Drama,Fantasy",7.8,263136,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-11-01,12000000,15323921,89309178,104633099,92633099
1235,Bridge of Spies (2015),2015,142.0,"Drama,History,Thriller",7.6,263004,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-10-16,40000000,72313754,162498338,234812092,194812092
258,300: Rise of an Empire (2014),2014,102.0,"Action,Fantasy,War",6.2,262978,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-03-07,110000000,106580051,330780051,437360102,327360102
192,10 Cloverfield Lane (2016),2016,103.0,"Drama,Horror,Mystery",7.2,260383,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2016-03-11,5000000,72082999,108286422,180369421,175369421
662,Snow White and the Huntsman (2012),2012,127.0,"Action,Adventure,Drama",6.1,258938,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-06-01,170000000,155136755,401021746,556158501,386158501
802,Pitch Perfect (2012),2012,112.0,"Comedy,Music,Romance",7.2,256565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2012-09-28,17000000,65001093,116044347,181045440,164045440
59,Clash of the Titans (2010),2010,106.0,"Action,Adventure,Fantasy",5.8,256176,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-04-01,125000000,163214888,493214888,656429776,531429776
784,The Hunger Games: Mockingjay - Part 2 (2015),2015,137.0,"Action,Adventure,Sci-Fi",6.6,252384,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-11-20,160000000,281723902,648986787,930710689,770710689
176,Green Lantern (2011),2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-06-17,200000000,116601172,219535492,336136664,136136664
695,Zero Dark Thirty (2012),2012,157.0,"Drama,Thriller",7.4,251072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-12-19,52500000,95720716,134612435,230333151,177833151
584,The Dictator (2012),2012,83.0,Comedy,6.4,250976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-05-16,65000000,59650222,180148897,239799119,174799119
437,Bridesmaids (2011),2011,125.0,"Comedy,Romance",6.8,249501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-05-13,32500000,169211718,289632023,458843741,426343741
161,Lone Survivor (2013),2013,121.0,"Action,Biography,Drama",7.5,246641,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-25,40000000,125095601,149804632,274900233,234900233
1389,Ant-Man and the Wasp (2018),2018,118.0,"Action,Adventure,Comedy",7.1,244024,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-07-06,130000000,216648740,623144660,839793400,709793400
933,Jumanji: Welcome to the Jungle (2017),2017,119.0,"Action,Adventure,Comedy",7.0,242735,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-12-20,90000000,404508916,964496193,1369005109,1279005109
8,John Carter (2012),2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-03-09,275000000,73058679,282778100,355836779,80836779
1124,The Jungle Book (2016),2016,106.0,"Adventure,Drama,Family",7.4,240821,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-04-15,175000000,364001123,962854547,1326855670,1151855670
1256,The Nice Guys (2016),2016,116.0,"Action,Comedy,Crime",7.4,240337,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-05-20,50000000,36261763,59596747,95858510,45858510
108,Robin Hood (2010),2010,140.0,"Action,Adventure,Drama",6.6,239480,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-14,210000000,105487148,322459006,427946154,217946154
593,Kick-Ass 2 (2013),2013,103.0,"Action,Comedy,Crime",6.6,238832,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-16,28000000,28795985,63129909,91925894,63925894
1078,Beauty and the Beast (2017),2017,129.0,"Family,Fantasy,Musical",7.2,238325,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017-03-17,160000000,504014165,1259199706,1763213871,1603213871
1245,Kong: Skull Island (2017),2017,118.0,"Action,Adventure,Fantasy",6.6,237720,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-03-10,185000000,168052812,561072059,729124871,544124871
941,Olympus Has Fallen (2013),2013,119.0,"Action,Thriller",6.5,235443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013-03-22,70000000,98927592,172878928,271806520,201806520
219,The World's End (2013),2013,109.0,"Action,Comedy,Sci-Fi",7.0,235308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-08-23,20000000,26004851,47508505,73513356,53513356
10,The A-Team (2010),2010,117.0,"Action,Adventure,Thriller",6.8,235256,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-06-11,110000000,77222099,177241171,254463270,144463270
373,Unknown (2011),2011,113.0,"Action,Mystery,Thriller",6.9,235167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2011-02-18,40000000,63686397,136123083,199809480,159809480
826,Non-Stop (2014),2014,106.0,"Action,Mystery,Thriller",7.0,234717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014-02-28,50000000,91742160,222383055,314125215,264125215
334,Dredd (2012),2012,95.0,"Action,Crime,Sci-Fi",7.1,234616,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-09-21,45000000,13414714,41467606,54882320,9882320
870,The Accountant (2016),2016,128.0,"Action,Crime,Drama",7.3,233022,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-10-14,40000000,86260045,152962083,239222128,199222128
1348,Kingsman: The Golden Circle (2017),2017,141.0,"Action,Adventure,Comedy",6.8,230797,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-09-22,104000000,100234838,408803696,509038534,405038534
158,Dark Shadows (2012),2012,113.0,"Comedy,Fantasy,Horror",6.2,229818,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-05-11,150000000,79727149,238202668,317929817,167929817
786,Noah (2014),2014,138.0,"Action,Adventure,Drama",5.8,229326,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-03-28,130000000,101200044,352831065,454031109,324031109
642,Chronicle (2012),2012,84.0,"Drama,Sci-Fi,Thriller",7.1,229258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2012-02-03,12000000,64575175,123681790,188256965,176256965
16,Lincoln (2012),2012,150.0,"Biography,Drama,History",7.4,228701,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-11-09,65000000,182207973,273346281,455554254,390554254
1083,Annihilation (2018),2018,115.0,"Adventure,Drama,Horror",6.9,228664,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-02-23,55000000,32732301,43070915,75803216,20803216
693,Pirates of the Caribbean: Dead Men Tell No Tales (2017),2017,129.0,"Action,Adventure,Fantasy",6.6,228592,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,230000000,172558876,788241137,960800013,730800013
297,Kung Fu Panda 2 (2011),2011,90.0,"Action,Adventure,Animation",7.2,228465,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-26,150000000,165249063,664837547,830086610,680086610
356,Total Recall (2012),2012,118.0,"Action,Adventure,Mystery",6.3,228460,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012-08-03,125000000,58877969,211856088,270734057,145734057
1378,Moonlight (2016),2016,111.0,Drama,7.4,227964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-10-21,1500000,27854931,65245512,93100443,91600443
352,The Adjustment Bureau (2011),2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2011-03-04,50200000,62495645,126931325,189426970,139226970
951,Alien: Covenant (2017),2017,122.0,"Horror,Sci-Fi,Thriller",6.4,226920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2017-05-19,97000000,74262031,238521247,312783278,215783278
1252,Solo: A Star Wars Story (2018),2018,135.0,"Action,Adventure,Fantasy",7.0,226243,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-25,275000000,213767512,393151347,606918859,331918859
62,Warcraft (2016),2016,123.0,"Action,Adventure,Fantasy",6.9,225557,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-10,160000000,47225655,425522281,472747936,312747936
411,Battleship (2012),2012,131.0,"Action,Adventure,Sci-Fi",5.8,225342,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-05-18,220000000,65233400,313477717,378711117,158711117
